Building ,Meter Type,Meter Number,Start Date,End Date,Year ,Usage,Units,Demand,Cost
61 Bway,Electric,43-1001-0104-1003-0,3/6/2017,4/4/2017,2017,8640,kWh,33.6,"$1,721.80 "
61 Bway,Electric,43-1001-0104-1003-0,2/2/2017,3/6/2017,2017,11200,kWh,44,"$2,467.27 "
61 Bway,Electric,43-1001-0104-1003-0,1/3/2017,2/2/2017,2017,10960,kWh,42.4,"$2,424.52 "
61 Bway,Electric,43-1001-0104-1003-0,12/2/2016,1/3/2017,2016,11600,kWh,47.2,"$2,750.95 "
61 Bway,Electric,49-4011-4137-0003-0,7/1/2020,7/31/2020,2020,716000,kWh,1983.36,"$98,265.84 "
61 Bway,Electric,49-4011-4137-0003-0,6/2/2020,7/1/2020,2020,546400,kWh,1713.12,"$120,092.09 "
61 Bway,Electric,49-4011-4137-0003-0,5/1/2020,6/2/2020,2020,462400,kWh,1497.12,"$71,156.71 "
61 Bway,Electric,49-4011-4137-0003-0,4/2/2020,5/1/2020,2020,408800,kWh,936.48,"$47,516.89 "
61 Bway,Electric,49-4011-4137-0003-0,3/4/2020,4/2/2020,2020,508000,kWh,1380,"$62,472.29 "
61 Bway,Electric,49-4011-4137-0003-0,2/3/2020,3/4/2020,2020,625600,kWh,1468.32,"$77,890.45 "
61 Bway,Electric,49-4011-4137-0003-0,1/2/2020,2/3/2020,2020,660800,kWh,1496.16,"$86,086.31 "
61 Bway,Electric,49-4011-4137-0003-0,12/3/2019,1/2/2020,2019,602400,kWh,1501.44,"$81,492.30 "
61 Bway,Electric,49-4011-4137-0003-0,10/30/2019,12/3/2019,2019,646400,kWh,1430.88,"$88,888.50 "
61 Bway,Electric,49-4011-4137-0003-0,10/1/2019,10/30/2019,2019,585600,kWh,2061.6,"$101,142.78 "
61 Bway,Electric,49-4011-4137-0003-0,8/30/2019,10/1/2019,2019,781600,kWh,2134.08,"$177,789.52 "
61 Bway,Electric,49-4011-4137-0003-0,8/1/2019,8/30/2019,2019,754400,kWh,2418.24,"$180,250.46 "
61 Bway,Electric,49-4011-4137-0003-0,7/2/2019,8/1/2019,2019,832000,kWh,2483.04,"$193,687.08 "
61 Bway,Electric,49-4011-4137-0003-0,6/3/2019,7/2/2019,2019,700800,kWh,2104.8,"$160,212.82 "
61 Bway,Electric,49-4011-4137-0003-0,5/2/2019,6/3/2019,2019,648800,kWh,1815.84,"$107,669.03 "
61 Bway,Electric,49-4011-4137-0003-0,4/3/2019,5/2/2019,2019,552800,kWh,1428.48,"$66,716.84 "
61 Bway,Electric,49-4011-4137-0003-0,3/5/2019,4/3/2019,2019,558400,kWh,1416.96,"$72,873.53 "
61 Bway,Electric,49-4011-4137-0003-0,2/1/2019,3/5/2019,2019,602400,kWh,1404.96,"$74,658.20 "
61 Bway,Electric,49-4011-4137-0003-0,1/2/2019,2/1/2019,2019,589600,kWh,1418.88,"$82,976.30 "
61 Bway,Electric,49-4011-4137-0003-0,12/3/2018,1/2/2019,2018,532800,kWh,1327.68,"$71,223.50 "
61 Bway,Electric,49-4011-4137-0003-0,10/30/2018,12/3/2018,2018,575200,kWh,1309.44,"$81,514.66 "
61 Bway,Electric,49-4011-4137-0003-0,10/1/2018,10/30/2018,2018,555200,kWh,1803.84,"$83,168.87 "
61 Bway,Electric,49-4011-4137-0003-0,8/30/2018,10/1/2018,2018,701600,kWh,2174.4,"$163,527.76 "
61 Bway,Electric,49-4011-4137-0003-0,8/1/2018,8/30/2018,2018,720800,kWh,2172.96,"$156,430.21 "
61 Bway,Electric,49-4011-4137-0003-0,7/2/2018,8/1/2018,2018,712800,kWh,2157.12,"$158,584.56 "
61 Bway,Electric,49-4011-4137-0003-0,6/1/2018,7/2/2018,2018,683200,kWh,2006.88,"$153,161.42 "
61 Bway,Electric,49-4011-4137-0003-0,5/2/2018,6/1/2018,2018,597600,kWh,1790.88,"$86,072.32 "
61 Bway,Electric,49-4011-4137-0003-0,4/3/2018,5/2/2018,2018,538400,kWh,1395.36,"$75,328.70 "
61 Bway,Electric,49-4011-4137-0003-0,3/5/2018,4/3/2018,2018,546400,kWh,1367.04,"$78,442.24 "
61 Bway,Electric,49-4011-4137-0003-0,2/1/2018,3/5/2018,2018,615200,kWh,1464.48,"$83,938.88 "
61 Bway,Electric,49-4011-4137-0003-0,1/2/2018,2/1/2018,2018,648000,kWh,1498.08,"$87,680.55 "
61 Bway,Electric,49-4011-4137-0003-0,12/1/2017,1/2/2018,2017,619200,kWh,1521.6,"$94,270.25 "
61 Bway,Electric,49-4011-4137-0003-0,10/30/2017,12/1/2017,2017,588800,kWh,1463.04,"$90,372.24 "
61 Bway,Electric,49-4011-4137-0003-0,9/29/2017,10/30/2017,2017,620000,kWh,2123.52,"$105,284.75 "
61 Bway,Electric,49-4011-4137-0003-0,8/30/2017,9/29/2017,2017,731200,kWh,2257.92,"$169,744.24 "
61 Bway,Electric,49-4011-4137-0003-0,8/1/2017,8/30/2017,2017,774400,kWh,2401.44,"$175,756.98 "
61 Bway,Electric,49-4011-4137-0003-0,6/30/2017,8/1/2017,2017,850400,kWh,2480.16,"$198,683.13 "
61 Bway,Electric,49-4011-4137-0003-0,6/1/2017,6/30/2017,2017,744000,kWh,2363.04,"$173,942.37 "
61 Bway,Electric,49-4011-4137-0003-0,5/2/2017,6/1/2017,2017,658400,kWh,2166.24,"$110,714.11 "
61 Bway,Electric,49-4011-4137-0003-0,4/4/2017,5/2/2017,2017,576800,kWh,1598.88,"$89,159.62 "
61 Bway,Electric,49-4011-4137-0003-0,3/6/2017,4/4/2017,2017,652000,kWh,1674.24,"$98,530.15 "
61 Bway,Electric,49-4011-4137-0003-0,2/2/2017,3/6/2017,2017,677600,kWh,1663.2,"$113,178.74 "
61 Bway,Electric,49-4011-4137-0003-0,1/3/2017,2/2/2017,2017,670400,kWh,1704.48,"$118,224.06 "
61 Bway,Electric,49-4011-4137-0003-0,12/2/2016,1/3/2017,2016,667200,kWh,1692.96,"$124,746.83 "
61 Bway,Steam,5549162586,6/12/2020,7/14/2020,2020,0.86,mlb,N/A,"$4,932.77 "
61 Bway,Steam,5549162586,5/13/2020,6/12/2020,2020,0.75,mlb,N/A,"$4,651.95 "
61 Bway,Steam,5549162586,4/14/2020,5/13/2020,2020,530.15,mlb,N/A,"$12,447.64 "
61 Bway,Steam,5549162586,3/16/2020,4/14/2020,2020,826.48,mlb,N/A,"$36,721.44 "
61 Bway,Steam,5549162586,2/13/2020,3/16/2020,2020,1457.92,mlb,N/A,"$66,854.13 "
61 Bway,Steam,5549162586,1/14/2020,2/13/2020,2020,1774.73,mlb,N/A,"$79,625.72 "
61 Bway,Steam,5549162586,12/13/2019,1/14/2020,2020,1738.39,mlb,N/A,"$76,976.22 "
61 Bway,Steam,5549162586,11/12/2019,12/13/2019,2019,1632.28,mlb,N/A,"$68,405.93 "
61 Bway,Steam,5549162586,10/11/2019,11/12/2019,2019,526.88,mlb,N/A,"$19,758.32 "
61 Bway,Steam,5549162586,9/12/2019,10/11/2019,2019,24.3,mlb,N/A,"$4,693.08 "
61 Bway,Steam,5549162586,8/13/2019,9/12/2019,2019,27.17,mlb,N/A,"$4,852.26 "
61 Bway,Steam,5549162586,7/15/2019,8/13/2019,2019,26.09,mlb,N/A,"$4,700.88 "
61 Bway,Steam,5549162586,6/13/2019,7/15/2019,2019,27.15,mlb,N/A,"$5,179.96 "
61 Bway,Steam,5549162586,5/14/2019,6/13/2019,2019,26.68,mlb,N/A,"$4,883.41 "
61 Bway,Steam,5549162586,4/15/2019,5/14/2019,2019,134.14,mlb,N/A,"$6,045.68 "
61 Bway,Steam,5549162586,3/15/2019,4/15/2019,2019,897.06,mlb,N/A,"$39,835.60 "
61 Bway,Steam,5549162586,2/13/2019,3/15/2019,2019,1961.93,mlb,N/A,"$91,672.98 "
61 Bway,Steam,5549162586,1/14/2019,2/13/2019,2019,2492.34,mlb,N/A,"$124,984.94 "
61 Bway,Steam,5549162586,12/13/2018,1/14/2019,2019,1870.04,mlb,N/A,"$83,172.61 "
61 Bway,Steam,5549162586,11/9/2018,12/13/2018,2018,2221.14,mlb,N/A,"$94,116.08 "
61 Bway,Steam,5549162586,10/11/2018,11/9/2018,2018,722.95,mlb,N/A,"$30,205.28 "
61 Bway,Steam,5549162586,9/12/2018,10/11/2018,2018,22.47,mlb,N/A,"$4,784.25 "
61 Bway,Steam,5549162586,8/13/2018,9/12/2018,2018,23.05,mlb,N/A,"$4,929.43 "
61 Bway,Steam,5549162586,7/13/2018,8/13/2018,2018,23.01,mlb,N/A,"$5,076.70 "
61 Bway,Steam,5549162586,6/13/2018,7/13/2018,2018,26.33,mlb,N/A,"$4,940.52 "
61 Bway,Steam,5549162586,5/14/2018,6/13/2018,2018,27.91,mlb,N/A,"$4,962.69 "
61 Bway,Steam,5549162586,4/13/2018,5/14/2018,2018,663.1,mlb,N/A,"$16,228.65 "
61 Bway,Steam,5549162586,3/15/2018,4/13/2018,2018,1658.48,mlb,N/A,"$76,604.74 "
61 Bway,Steam,5549162586,2/13/2018,3/15/2018,2018,1635.6,mlb,N/A,"$75,183.07 "
61 Bway,Steam,5549162586,1/12/2018,2/13/2018,2018,2399.86,mlb,N/A,"$119,611.68 "
61 Bway,Steam,5549162586,12/13/2017,1/12/2018,2018,3207.67,mlb,N/A,"$148,961.73 "
61 Bway,Steam,5549162586,11/9/2017,12/13/2017,2017,1518.06,mlb,N/A,"$63,405.31 "
61 Bway,Steam,5549162586,10/12/2017,11/9/2017,2017,410.58,mlb,N/A,"$16,040.92 "
61 Bway,Steam,5549162586,9/12/2017,10/12/2017,2017,18.04,mlb,N/A,"$4,726.93 "
61 Bway,Steam,5549162586,8/11/2017,9/12/2017,2017,17.8,mlb,N/A,"$5,029.09 "
61 Bway,Steam,5549162586,7/13/2017,8/11/2017,2017,17.3,mlb,N/A,"$4,581.76 "
61 Bway,Steam,5549162586,6/13/2017,7/13/2017,2017,18.31,mlb,N/A,"$4,754.69 "
61 Bway,Steam,5549162586,5/12/2017,6/13/2017,2017,19.95,mlb,N/A,"$5,078.89 "
61 Bway,Steam,5549162586,4/14/2017,5/12/2017,2017,142.42,mlb,N/A,"$6,186.74 "
61 Bway,Steam,5549162586,3/16/2017,4/14/2017,2017,922.01,mlb,N/A,"$42,634.84 "
61 Bway,Steam,5549162586,2/14/2017,3/16/2017,2017,1509.07,mlb,N/A,"$72,992.46 "
61 Bway,Steam,5549162586,1/13/2017,2/14/2017,2017,1856.88,mlb,N/A,"$89,894.15 "
61 Bway,Steam,5549162586,12/14/2016,1/13/2017,2017,1956.54,mlb,N/A,"$89,879.47 "
61 Bway,Water (Basic Water & Sewer),G17002526,1/5/2020,4/1/2020,2020,755,HCF,N/A,"$7,802.25 "
61 Bway,Water (Basic Water & Sewer),G17002526,10/3/2019,1/5/2020,2019,1014,HCF,N/A,"$10,478.78 "
61 Bway,Water (Basic Water & Sewer),G17002526,7/2/2019,10/3/2019,2019,1658,HCF,N/A,"$17,133.94 "
61 Bway,Water (Basic Water & Sewer),G17002526,6/30/2019,7/2/2019,2019,48,HCF,N/A,$496.04 
61 Bway,Water (Basic Water & Sewer),G17002526,4/2/2019,6/30/2019,2019,1002,HCF,N/A,"$10,121.20 "
61 Bway,Water (Basic Water & Sewer),G17002526,1/3/2019,4/2/2019,2019,622,HCF,N/A,"$6,282.82 "
61 Bway,Water (Basic Water & Sewer),G17002526,10/3/2018,1/3/2019,2018,735,HCF,N/A,"$7,424.24 "
61 Bway,Water (Basic Water & Sewer),G17002526,7/5/2018,10/3/2018,2018,1504,HCF,N/A,"$15,191.90 "
61 Bway,Water (Basic Water & Sewer),G17002526,4/3/2018,6/30/2018,2018,1119,HCF,N/A,"$11,042.18 "
61 Bway,Water (Basic Water & Sewer),G17002526,6/30/2018,7/5/2018,2018,40,HCF,N/A,$404.04 
61 Bway,Water (Basic Water & Sewer),G17002526,1/3/2018,4/3/2018,2018,833,HCF,N/A,"$8,219.96 "
61 Bway,Water (Basic Water & Sewer),G17002526,10/3/2017,1/3/2018,2017,1117,HCF,N/A,"$11,022.44 "
61 Bway,Water (Basic Water & Sewer),G17002526,7/5/2017,10/3/2017,2017,1739,HCF,N/A,"$17,160.28 "
61 Bway,Water (Basic Water & Sewer),G17002526,6/30/2017,7/5/2017,2017,47,HCF,N/A,$463.79 
61 Bway,Water (Basic Water & Sewer),G17002526,4/4/2017,6/30/2017,2017,1229,HCF,N/A,"$12,127.65 "
61 Bway,Water (Basic Water & Sewer),G17002526,1/4/2017,4/4/2017,2017,1016,HCF,N/A,"$10,025.79 "
61 Bway,Water (Basic Water & Sewer),G17002526,10/4/2016,1/4/2017,2016,1196,HCF,N/A,"$11,802.01 "
61 Bway,Water (Basic Water & Sewer),G19001545,1/5/2020,4/1/2020,2020,1151,HCF,N/A,"$11,894.55 "
61 Bway,Water (Basic Water & Sewer),G19001545,10/5/2019,1/5/2020,2019,1355,HCF,N/A,"$14,002.71 "
61 Bway,Water (Basic Water & Sewer),G19001545,7/2/2019,10/5/2019,2019,1678,HCF,N/A,"$17,340.62 "
61 Bway,Water (Basic Water & Sewer),G19001545,4/2/2019,6/30/2019,2019,1493,HCF,N/A,"$15,080.79 "
61 Bway,Water (Basic Water & Sewer),G19001545,6/30/2019,7/2/2019,2019,51,HCF,N/A,$527.04 
61 Bway,Water (Basic Water & Sewer),G19001545,1/3/2019,4/2/2019,2019,1506,HCF,N/A,"$15,212.11 "
61 Bway,Water (Basic Water & Sewer),G19001545,10/3/2018,1/3/2019,2018,1757,HCF,N/A,"$17,747.46 "
61 Bway,Water (Basic Water & Sewer),G19001545,7/5/2018,10/3/2018,2018,2174,HCF,N/A,"$21,959.57 "
61 Bway,Water (Basic Water & Sewer),G19001545,6/15/2018,6/30/2018,2018,252,HCF,N/A,"$2,486.71 "
61 Bway,Water (Basic Water & Sewer),G19001545,6/30/2018,7/5/2018,2018,84,HCF,N/A,$848.48 
61 Bway,Water (Basic Water & Sewer),G19001545,1/3/2018,6/15/2018,2018,2744,HCF,N/A,"$27,077.52 "
61 Bway,Water (Basic Water & Sewer),G19001545,10/3/2017,1/3/2018,2017,1129,HCF,N/A,"$11,140.86 "
61 Bway,Water (Basic Water & Sewer),G19001545,7/5/2017,10/3/2017,2017,1628,HCF,N/A,"$16,064.94 "
61 Bway,Water (Basic Water & Sewer),G19001545,6/30/2017,7/5/2017,2017,71,HCF,N/A,$700.62 
61 Bway,Water (Basic Water & Sewer),G19001545,4/4/2017,6/30/2017,2017,1648,HCF,N/A,"$16,262.30 "
61 Bway,Water (Basic Water & Sewer),G19001545,1/4/2017,4/4/2017,2017,1423,HCF,N/A,"$14,042.02 "
61 Bway,Water (Basic Water & Sewer),G19001545,10/4/2016,1/4/2017,2016,1387,HCF,N/A,"$13,686.78 "
61 Bway,Water (Cooling Tower),E14084191,1/5/2020,4/1/2020,2020,1,HCF,N/A,($5.39)
61 Bway,Water (Cooling Tower),E14084191,10/3/2019,1/5/2020,2019,5,HCF,N/A,($26.96)
61 Bway,Water (Cooling Tower),E14084191,7/2/2019,10/3/2019,2019,150,HCF,N/A,($808.87)
61 Bway,Water (Cooling Tower),E14084191,6/30/2019,7/2/2019,2019,5,HCF,N/A,($26.96)
61 Bway,Water (Cooling Tower),E14084191,4/2/2019,6/30/2019,2019,44,HCF,N/A,($231.92)
61 Bway,Water (Cooling Tower),E14084191,1/3/2019,4/2/2019,2019,0,HCF,N/A,($10.54)
61 Bway,Water (Cooling Tower),E14084191,10/3/2018,1/3/2019,2018,13,HCF,N/A,($68.52)
61 Bway,Water (Cooling Tower),E14084191,7/5/2018,10/3/2018,2018,166,HCF,N/A,($874.96)
61 Bway,Water (Cooling Tower),E14084191,6/30/2018,7/5/2018,2018,13,HCF,N/A,($68.52)
61 Bway,Water (Cooling Tower),E14084191,4/3/2018,6/30/2018,2018,74,HCF,N/A,($381.04)
61 Bway,Water (Cooling Tower),E14084191,1/3/2018,4/3/2018,2018,1,HCF,N/A,($5.15)
61 Bway,Water (Cooling Tower),E14084191,10/3/2017,1/3/2018,2017,0,HCF,N/A,$0.00 
61 Bway,Water (Cooling Tower),E14084191,7/5/2017,10/3/2017,2017,14,HCF,N/A,($72.09)
61 Bway,Water (Cooling Tower),E14084191,6/30/2017,7/5/2017,2017,6,HCF,N/A,($30.90)
61 Bway,Water (Cooling Tower),E14084191,4/4/2017,6/30/2017,2017,52,HCF,N/A,($267.76)
61 Bway,Water (Cooling Tower),E14084191,1/4/2017,4/4/2017,2017,1,HCF,N/A,($5.15)
61 Bway,Water (Cooling Tower),E14084191,10/4/2016,1/4/2017,2016,24,HCF,N/A,($123.58)
61 Bway,Water (Steam Condensate),40009-58466-001,12/13/2019,3/16/2020,2020,796,HCF,N/A,"$3,383.43 "
61 Bway,Water (Steam Condensate),40009-58466-001,9/12/2019,12/13/2019,2019,350,HCF,N/A,"$1,487.70 "
61 Bway,Water (Steam Condensate),40009-58466-001,6/13/2019,9/12/2019,2019,13,HCF,N/A,$54.95 
61 Bway,Water (Steam Condensate),40009-58466-001,3/15/2019,6/13/2019,2019,169,HCF,N/A,$702.14 
61 Bway,Water (Steam Condensate),40009-58466-001,12/13/2018,3/15/2019,2019,1013,HCF,N/A,"$4,208.68 "
61 Bway,Water (Steam Condensate),40009-58466-001,9/12/2018,12/13/2018,2018,475,HCF,N/A,"$1,973.47 "
61 Bway,Water (Steam Condensate),40009-58466-001,6/13/2018,9/12/2018,2018,12,HCF,N/A,$49.55 
61 Bway,Water (Steam Condensate),40009-58466-001,3/15/2018,6/13/2018,2018,376,HCF,N/A,"$1,526.11 "
61 Bway,Water (Steam Condensate),40009-58466-001,12/13/2017,3/15/2018,2018,1160,HCF,N/A,"$4,708.20 "
61 Bway,Water (Steam Condensate),40009-58466-001,9/12/2017,12/13/2017,2017,312,HCF,N/A,"$1,266.34 "
61 Bway,Water (Steam Condensate),40009-58466-001,6/13/2017,9/12/2017,2017,9,HCF,N/A,$36.53 
61 Bway,Water (Steam Condensate),40009-58466-001,3/16/2017,6/13/2017,2017,174,HCF,N/A,$706.23 
61 Bway,Water (Steam Condensate),40009-58466-001,12/14/2016,3/16/2017,2017,853,HCF,N/A,"$3,462.15 "
75 Rock,Electric,49-4081-3080-0001-0,6/11/2020,7/13/2020,2020,407200,kWh,1215.84,"$101,371.57 "
75 Rock,Electric,49-4081-3080-0001-0,5/12/2020,6/11/2020,2020,326400,kWh,961.92,"$56,569.42 "
75 Rock,Electric,49-4081-3080-0001-0,4/13/2020,5/12/2020,2020,386400,kWh,912,"$44,137.72 "
75 Rock,Electric,49-4081-3080-0001-0,3/13/2020,4/13/2020,2020,437600,kWh,1051.2,"$47,534.33 "
75 Rock,Electric,49-4081-3080-0001-0,2/12/2020,3/13/2020,2020,553600,kWh,1369.92,"$64,764.93 "
75 Rock,Electric,49-4081-3080-0001-0,1/13/2020,2/12/2020,2020,592000,kWh,1657.92,"$77,602.88 "
75 Rock,Electric,49-4081-3080-0001-0,12/12/2019,1/13/2020,2019,720800,kWh,1656.48,"$92,726.54 "
75 Rock,Electric,49-4081-3080-0001-0,11/8/2019,12/12/2019,2019,708000,kWh,1657.44,"$93,587.85 "
75 Rock,Electric,49-4081-3080-0001-0,10/10/2019,11/8/2019,2019,436800,kWh,1214.88,"$62,705.71 "
75 Rock,Electric,49-4081-3080-0001-0,9/11/2019,10/10/2019,2019,442400,kWh,1256.16,"$88,259.07 "
75 Rock,Electric,49-4081-3080-0001-0,8/12/2019,9/11/2019,2019,468000,kWh,1340.64,"$107,782.70 "
75 Rock,Electric,49-4081-3080-0001-0,7/12/2019,8/12/2019,2019,499200,kWh,1392.96,"$115,952.14 "
75 Rock,Electric,49-4081-3080-0001-0,6/12/2019,7/12/2019,2019,459200,kWh,1217.28,"$100,507.59 "
75 Rock,Electric,49-4081-3080-0001-0,5/13/2019,6/12/2019,2019,437600,kWh,1154.4,"$75,196.67 "
75 Rock,Electric,49-4081-3080-0001-0,4/12/2019,5/13/2019,2019,456800,kWh,1150.56,"$59,015.64 "
75 Rock,Electric,49-4081-3080-0001-0,3/14/2019,4/12/2019,2019,488000,kWh,1398.72,"$59,864.93 "
75 Rock,Electric,49-4081-3080-0001-0,2/12/2019,3/14/2019,2019,620800,kWh,1586.4,"$77,751.30 "
75 Rock,Electric,49-4081-3080-0001-0,1/11/2019,2/12/2019,2019,715200,kWh,1671.36,"$100,176.56 "
75 Rock,Electric,49-4081-3080-0001-0,12/12/2018,1/11/2019,2018,544800,kWh,1467.36,"$70,293.56 "
75 Rock,Electric,49-4081-3080-0001-0,11/8/2018,12/12/2018,2018,604800,kWh,1499.04,"$80,076.10 "
75 Rock,Electric,49-4081-3080-0001-0,10/11/2018,11/8/2018,2018,408800,kWh,1181.28,"$58,557.61 "
75 Rock,Electric,49-4081-3080-0001-0,9/11/2018,10/11/2018,2018,391200,kWh,1012.32,"$73,958.93 "
75 Rock,Electric,49-4081-3080-0001-0,8/10/2018,9/11/2018,2018,457600,kWh,1248.96,"$103,326.85 "
75 Rock,Electric,49-4081-3080-0001-0,7/12/2018,8/10/2018,2018,444000,kWh,1248,"$95,830.20 "
75 Rock,Electric,49-4081-3080-0001-0,6/12/2018,7/12/2018,2018,412800,kWh,1262.88,"$97,063.81 "
75 Rock,Electric,49-4081-3080-0001-0,5/11/2018,6/12/2018,2018,368800,kWh,801.12,"$62,067.36 "
75 Rock,Electric,49-4081-3080-0001-0,4/12/2018,5/11/2018,2018,372000,kWh,989.28,"$49,723.86 "
75 Rock,Electric,49-4081-3080-0001-0,3/14/2018,4/12/2018,2018,466400,kWh,1398.72,"$61,916.38 "
75 Rock,Electric,49-4081-3080-0001-0,2/12/2018,3/14/2018,2018,519200,kWh,1465.92,"$71,057.83 "
75 Rock,Electric,49-4081-3080-0001-0,1/11/2018,2/12/2018,2018,619200,kWh,1526.88,"$78,218.26 "
75 Rock,Electric,49-4081-3080-0001-0,12/12/2017,1/11/2018,2017,712800,kWh,1606.08,"$114,610.15 "
75 Rock,Electric,49-4081-3080-0001-0,11/8/2017,12/12/2017,2017,528000,kWh,1430.88,"$95,078.83 "
75 Rock,Electric,49-4081-3080-0001-0,10/11/2017,11/8/2017,2017,292800,kWh,1016.64,"$52,438.19 "
75 Rock,Electric,49-4081-3080-0001-0,9/11/2017,10/11/2017,2017,290400,kWh,721.92,"$50,538.21 "
75 Rock,Electric,49-4081-3080-0001-0,8/10/2017,9/11/2017,2017,313600,kWh,815.04,"$57,735.97 "
75 Rock,Electric,49-4081-3080-0001-0,7/12/2017,8/10/2017,2017,331200,kWh,890.88,"$59,925.46 "
75 Rock,Electric,49-4081-3080-0001-0,6/12/2017,7/12/2017,2017,992800,kWh,1304,"$148,395.49 "
75 Rock,Electric,49-4081-3080-0001-0,5/11/2017,6/12/2017,2017,1034400,kWh,1656,"$158,368.07 "
75 Rock,Electric,49-4081-3080-0001-0,4/13/2017,5/11/2017,2017,152800,kWh,488,"$28,133.48 "
75 Rock,Electric,49-4081-3080-0001-0,3/15/2017,4/13/2017,2017,232000,kWh,616,"$39,397.80 "
75 Rock,Electric,49-4081-3080-0001-0,2/13/2017,3/15/2017,2017,239200,kWh,616,"$40,702.65 "
75 Rock,Electric,49-4081-3080-0001-0,1/12/2017,2/13/2017,2017,332000,kWh,616,"$56,968.88 "
75 Rock,Electric,49-4081-3080-0001-0,12/13/2016,1/12/2017,2016,276000,kWh,528,"$47,727.67 "
75 Rock,Natural Gas,49-4081-3081-0001-8,6/10/2020,7/10/2020,2020,0,thm,N/A,$35.29 
75 Rock,Natural Gas,49-4081-3081-0001-8,5/11/2020,6/10/2020,2020,0,thm,N/A,$35.29 
75 Rock,Natural Gas,49-4081-3081-0001-8,4/10/2020,5/11/2020,2020,1,thm,N/A,$36.63 
75 Rock,Natural Gas,49-4081-3081-0001-8,3/12/2020,4/10/2020,2020,20,thm,N/A,$61.12 
75 Rock,Natural Gas,49-4081-3081-0001-8,2/11/2020,3/12/2020,2020,30,thm,N/A,$78.27 
75 Rock,Natural Gas,49-4081-3081-0001-8,1/10/2020,2/11/2020,2020,36,thm,N/A,$91.74 
75 Rock,Natural Gas,49-4081-3081-0001-8,12/11/2019,1/10/2020,2019,36,thm,N/A,$85.49 
75 Rock,Natural Gas,49-4081-3081-0001-8,11/7/2019,12/11/2019,2019,35,thm,N/A,$81.03 
75 Rock,Natural Gas,49-4081-3081-0001-8,10/9/2019,11/7/2019,2019,2,thm,N/A,$34.66 
75 Rock,Natural Gas,49-4081-3081-0001-8,9/10/2019,10/9/2019,2019,0,thm,N/A,$33.51 
75 Rock,Natural Gas,49-4081-3081-0001-8,8/9/2019,9/10/2019,2019,0,thm,N/A,$36.90 
75 Rock,Natural Gas,49-4081-3081-0001-8,7/11/2019,8/9/2019,2019,0,thm,N/A,$33.51 
75 Rock,Natural Gas,49-4081-3081-0001-8,6/11/2019,7/11/2019,2019,0,thm,N/A,$34.63 
75 Rock,Natural Gas,49-4081-3081-0001-8,5/10/2019,6/11/2019,2019,1,thm,N/A,$37.34 
75 Rock,Natural Gas,49-4081-3081-0001-8,4/11/2019,5/10/2019,2019,1,thm,N/A,$34.09 
75 Rock,Natural Gas,49-4081-3081-0001-8,3/13/2019,4/11/2019,2019,18,thm,N/A,$57.47 
75 Rock,Natural Gas,49-4081-3081-0001-8,2/11/2019,3/13/2019,2019,36,thm,N/A,$84.02 
75 Rock,Natural Gas,49-4081-3081-0001-8,1/10/2019,2/11/2019,2019,34,thm,N/A,$88.06 
75 Rock,Natural Gas,49-4081-3081-0001-8,12/11/2018,1/10/2019,2018,28,thm,N/A,$79.92 
75 Rock,Natural Gas,49-4081-3081-0001-8,11/7/2018,12/11/2018,2018,29,thm,N/A,$75.20 
75 Rock,Natural Gas,49-4081-3081-0001-8,10/10/2018,11/7/2018,2018,5,thm,N/A,$36.45 
75 Rock,Natural Gas,49-4081-3081-0001-8,9/10/2018,10/10/2018,2018,0,thm,N/A,$34.62 
75 Rock,Natural Gas,49-4081-3081-0001-8,8/9/2018,9/10/2018,2018,0,thm,N/A,$36.89 
75 Rock,Natural Gas,49-4081-3081-0001-8,7/11/2018,8/9/2018,2018,0,thm,N/A,$33.50 
75 Rock,Natural Gas,49-4081-3081-0001-8,6/11/2018,7/11/2018,2018,0,thm,N/A,$34.62 
75 Rock,Natural Gas,49-4081-3081-0001-8,5/10/2018,6/11/2018,2018,0,thm,N/A,$36.89 
75 Rock,Natural Gas,49-4081-3081-0001-8,4/11/2018,5/10/2018,2018,6,thm,N/A,$40.50 
75 Rock,Natural Gas,49-4081-3081-0001-8,3/13/2018,4/11/2018,2018,30,thm,N/A,$71.95 
75 Rock,Natural Gas,49-4081-3081-0001-8,2/9/2018,3/13/2018,2018,24,thm,N/A,$72.80 
75 Rock,Natural Gas,49-4081-3081-0001-8,1/10/2018,2/9/2018,2018,29,thm,N/A,$73.03 
75 Rock,Natural Gas,49-4081-3081-0001-8,12/11/2017,1/10/2018,2017,28,thm,N/A,$65.31 
75 Rock,Natural Gas,49-4081-3081-0001-8,11/7/2017,12/11/2017,2017,18,thm,N/A,$58.95 
75 Rock,Natural Gas,49-4081-3081-0001-8,10/10/2017,11/7/2017,2017,0,thm,N/A,$32.36 
75 Rock,Natural Gas,49-4081-3081-0001-8,9/8/2017,10/10/2017,2017,0.52,thm,N/A,$36.85 
75 Rock,Natural Gas,49-4081-3081-0001-8,8/9/2017,9/8/2017,2017,0.48,thm,N/A,$34.53 
75 Rock,Natural Gas,49-4081-3081-0001-8,7/11/2017,8/9/2017,2017,0,thm,N/A,$33.49 
75 Rock,Natural Gas,49-4081-3081-0001-8,6/9/2017,7/11/2017,2017,0,thm,N/A,$36.88 
