Building ,Meter Type,Meter Number,Start Date,End Date,Year ,Usage,Units,Demand,Cost
530 5th,Electric,49-4028-9928-0002-8,1/31/2019,2/28/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-4028-9928-0002-8,12/31/2018,1/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-4028-9928-0002-8,11/30/2018,12/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,10/31/2018,11/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,9/30/2018,10/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,8/31/2018,9/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,7/31/2018,8/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,6/30/2018,7/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,5/31/2018,6/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,4/30/2018,5/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,3/31/2018,4/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,2/28/2018,3/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,1/31/2018,2/28/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,12/31/2017,1/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-4028-9928-0002-8,11/30/2017,12/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-4028-9928-0002-8,10/31/2017,11/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-4028-9928-0002-8,9/30/2017,10/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-4028-9928-0002-8,8/31/2017,9/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-4028-9928-0002-8,7/31/2017,8/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-4028-9928-0002-8,6/30/2017,7/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-4028-9928-0002-8,5/31/2017,6/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-4028-9928-0002-8,4/30/2017,5/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-4028-9928-0002-8,3/31/2017,4/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-4028-9928-0002-8,2/28/2017,3/31/2017,2017,0,kWh,0,$8.94 
530 5th,Electric,49-4028-9928-0002-8,1/31/2017,2/28/2017,2017,0,kWh,0,$8.94 
530 5th,Electric,49-4028-9928-0002-8,12/31/2016,1/31/2017,2017,0,kWh,0,$8.52 
530 5th,Electric,49-9028-9999-4601-4,6/30/2020,7/31/2020,2020,0,kWh,0,$9.89 
530 5th,Electric,49-9028-9999-4601-4,5/31/2020,6/30/2020,2020,0,kWh,0,$9.90 
530 5th,Electric,49-9028-9999-4601-4,4/30/2020,5/31/2020,2020,0,kWh,0,$9.89 
530 5th,Electric,49-9028-9999-4601-4,3/31/2020,4/30/2020,2020,0,kWh,0,$9.89 
530 5th,Electric,49-9028-9999-4601-4,2/29/2020,3/31/2020,2020,0,kWh,0,$9.87 
530 5th,Electric,49-9028-9999-4601-4,1/31/2020,2/29/2020,2020,0,kWh,0,$9.87 
530 5th,Electric,49-9028-9999-4601-4,12/31/2019,1/31/2020,2020,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,11/30/2019,12/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,10/31/2019,11/30/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,9/30/2019,10/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,8/31/2019,9/30/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,7/31/2019,8/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,6/30/2019,7/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,5/31/2019,6/30/2019,2019,0,kWh,0,$9.58 
530 5th,Electric,49-9028-9999-4601-4,4/30/2019,5/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,3/31/2019,4/30/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,2/28/2019,3/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,1/31/2019,2/28/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,12/31/2018,1/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4601-4,11/30/2018,12/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,10/31/2018,11/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,9/30/2018,10/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,8/31/2018,9/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,7/31/2018,8/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,6/30/2018,7/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,5/31/2018,6/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,4/30/2018,5/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,3/31/2018,4/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,2/28/2018,3/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,1/31/2018,2/28/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,12/31/2017,1/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4601-4,11/30/2017,12/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4601-4,10/31/2017,11/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4601-4,9/30/2017,10/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4601-4,8/31/2017,9/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4601-4,7/31/2017,8/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4601-4,6/30/2017,7/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4601-4,5/31/2017,6/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4601-4,4/30/2017,5/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4601-4,3/31/2017,4/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4601-4,2/28/2017,3/31/2017,2017,0,kWh,0,$8.94 
530 5th,Electric,49-9028-9999-4601-4,1/31/2017,2/28/2017,2017,0,kWh,0,$8.94 
530 5th,Electric,49-9028-9999-4601-4,12/31/2016,1/31/2017,2017,0,kWh,0,$8.52 
530 5th,Electric,49-9028-9999-4701-2,6/30/2020,7/31/2020,2020,0,kWh,0,$9.89 
530 5th,Electric,49-9028-9999-4701-2,5/31/2020,6/30/2020,2020,0,kWh,0,$9.90 
530 5th,Electric,49-9028-9999-4701-2,4/30/2020,5/31/2020,2020,0,kWh,0,$9.89 
530 5th,Electric,49-9028-9999-4701-2,3/31/2020,4/30/2020,2020,0,kWh,0,$9.89 
530 5th,Electric,49-9028-9999-4701-2,2/29/2020,3/31/2020,2020,0,kWh,0,$9.87 
530 5th,Electric,49-9028-9999-4701-2,1/31/2020,2/29/2020,2020,0,kWh,0,$9.87 
530 5th,Electric,49-9028-9999-4701-2,12/31/2019,1/31/2020,2020,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,11/30/2019,12/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,10/31/2019,11/30/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,9/30/2019,10/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,8/31/2019,9/30/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,7/31/2019,8/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,6/30/2019,7/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,5/31/2019,6/30/2019,2019,0,kWh,0,$9.58 
530 5th,Electric,49-9028-9999-4701-2,4/30/2019,5/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,3/31/2019,4/30/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,2/28/2019,3/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,1/31/2019,2/28/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,12/31/2018,1/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9999-4701-2,11/30/2018,12/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,10/31/2018,11/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,9/30/2018,10/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,8/31/2018,9/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,7/31/2018,8/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,6/30/2018,7/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,5/31/2018,6/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,4/30/2018,5/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,3/31/2018,4/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,2/28/2018,3/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,1/31/2018,2/28/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,12/31/2017,1/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9999-4701-2,11/30/2017,12/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4701-2,10/31/2017,11/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4701-2,9/30/2017,10/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4701-2,8/31/2017,9/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4701-2,7/31/2017,8/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4701-2,6/30/2017,7/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4701-2,5/31/2017,6/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4701-2,4/30/2017,5/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4701-2,3/31/2017,4/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9999-4701-2,2/28/2017,3/31/2017,2017,0,kWh,0,$8.94 
530 5th,Electric,49-9028-9999-4701-2,1/31/2017,2/28/2017,2017,0,kWh,0,$8.94 
530 5th,Electric,49-9028-9999-4701-2,12/31/2016,1/31/2017,2017,0,kWh,0,$8.52 
530 5th,Electric,49-9028-9322-0002-4,6/30/2020,7/31/2020,2020,0,kWh,0,$9.89 
530 5th,Electric,49-9028-9322-0002-4,5/31/2020,6/30/2020,2020,0,kWh,0,$9.90 
530 5th,Electric,49-9028-9322-0002-4,4/30/2020,5/31/2020,2020,0,kWh,0,$9.89 
530 5th,Electric,49-9028-9322-0002-4,3/31/2020,4/30/2020,2020,0,kWh,0,$9.89 
530 5th,Electric,49-9028-9322-0002-4,2/29/2020,3/31/2020,2020,0,kWh,0,$9.87 
530 5th,Electric,49-9028-9322-0002-4,1/31/2020,2/29/2020,2020,0,kWh,0,$9.87 
530 5th,Electric,49-9028-9322-0002-4,12/31/2019,1/31/2020,2020,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,11/30/2019,12/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,10/31/2019,11/30/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,9/30/2019,10/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,8/31/2019,9/30/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,7/31/2019,8/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,6/30/2019,7/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,5/31/2019,6/30/2019,2019,0,kWh,0,$9.58 
530 5th,Electric,49-9028-9322-0002-4,4/30/2019,5/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,3/31/2019,4/30/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,2/28/2019,3/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,1/31/2019,2/28/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,12/31/2018,1/31/2019,2019,0,kWh,0,$9.59 
530 5th,Electric,49-9028-9322-0002-4,11/30/2018,12/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,10/31/2018,11/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,9/30/2018,10/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,8/31/2018,9/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,7/31/2018,8/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,6/30/2018,7/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,5/31/2018,6/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,4/30/2018,5/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,3/31/2018,4/30/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,2/28/2018,3/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,1/31/2018,2/28/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,12/31/2017,1/31/2018,2018,0,kWh,0,$9.27 
530 5th,Electric,49-9028-9322-0002-4,11/30/2017,12/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9322-0002-4,10/31/2017,11/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9322-0002-4,9/30/2017,10/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9322-0002-4,8/31/2017,9/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9322-0002-4,7/31/2017,8/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9322-0002-4,6/30/2017,7/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9322-0002-4,5/31/2017,6/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9322-0002-4,4/30/2017,5/31/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9322-0002-4,3/31/2017,4/30/2017,2017,0,kWh,0,$8.93 
530 5th,Electric,49-9028-9322-0002-4,2/28/2017,3/31/2017,2017,0,kWh,0,$8.94 
530 5th,Electric,49-9028-9322-0002-4,1/31/2017,2/28/2017,2017,0,kWh,0,$8.94 
530 5th,Electric,49-9028-9322-0002-4,12/31/2016,1/31/2017,2017,0,kWh,0,$8.52 
530 5th,Steam,8045902171,6/17/2020,7/17/2020,2020,1483.57,mlb,0,"$27,167.50 "
530 5th,Steam,8045902171,5/18/2020,6/17/2020,2020,812.77,mlb,0,"$18,648.77 "
530 5th,Steam,8045902171,4/17/2020,5/18/2020,2020,684.1,mlb,0,"$19,089.26 "
530 5th,Steam,8045902171,3/19/2020,4/17/2020,2020,768.85,mlb,0,"$37,070.87 "
530 5th,Steam,8045902171,2/19/2020,3/19/2020,2020,995.26,mlb,9.45,"$56,753.95 "
530 5th,Steam,8045902171,1/17/2020,2/19/2020,2020,1359.65,mlb,9.66,"$70,900.72 "
530 5th,Steam,8045902171,12/18/2019,1/17/2020,2020,1247.57,mlb,9.16,"$62,961.06 "
530 5th,Steam,8045902171,11/15/2019,12/18/2019,2019,1277.19,mlb,7.8,"$60,395.10 "
530 5th,Steam,8045902171,10/17/2019,11/15/2019,2019,706.46,mlb,0,"$31,658.29 "
530 5th,Steam,8045902171,9/17/2019,10/17/2019,2019,988.27,mlb,0,"$20,511.84 "
530 5th,Steam,8045902171,8/16/2019,9/17/2019,2019,1787.02,mlb,0,"$28,326.89 "
530 5th,Steam,8045902171,7/18/2019,8/16/2019,2019,2316.28,mlb,0,"$33,697.02 "
530 5th,Steam,8045902171,6/18/2019,7/18/2019,2019,2156.87,mlb,0,"$32,922.16 "
530 5th,Steam,8045902171,5/17/2019,6/18/2019,2019,1433.57,mlb,0,"$27,745.78 "
530 5th,Steam,8045902171,4/17/2019,5/17/2019,2019,647.85,mlb,0,"$17,932.84 "
530 5th,Steam,8045902171,3/20/2019,4/17/2019,2019,876.32,mlb,0,"$40,666.10 "
530 5th,Steam,8045902171,2/15/2019,3/20/2019,2019,1635.32,mlb,8.97,"$80,707.54 "
530 5th,Steam,8045902171,1/17/2019,2/15/2019,2019,1632.42,mlb,10.24,"$85,168.74 "
530 5th,Steam,8045902171,12/18/2018,1/17/2019,2019,1377.98,mlb,8.46,"$65,578.82 "
530 5th,Steam,8045902171,11/15/2018,12/18/2018,2018,1213.05,mlb,7.14,"$57,847.05 "
530 5th,Steam,8045902171,10/16/2018,11/15/2018,2018,956.7,mlb,0,"$42,297.12 "
530 5th,Steam,8045902171,9/18/2018,10/16/2018,2018,962.09,mlb,0,"$22,998.08 "
530 5th,Steam,8045902171,8/16/2018,9/18/2018,2018,1706.08,mlb,0,"$33,015.94 "
530 5th,Steam,8045902171,7/18/2018,8/16/2018,2018,1825.05,mlb,0,"$33,044.00 "
530 5th,Steam,8045902171,6/18/2018,7/18/2018,2018,1840.05,mlb,0,"$32,084.68 "
530 5th,Steam,8045902171,5/17/2018,6/18/2018,2018,989.26,mlb,0,"$22,059.98 "
530 5th,Steam,8045902171,4/17/2018,5/17/2018,2018,1013.95,mlb,0,"$24,714.69 "
530 5th,Steam,8045902171,3/20/2018,4/17/2018,2018,1139.92,mlb,0,"$50,318.09 "
530 5th,Steam,8045902171,2/15/2018,3/20/2018,2018,1390.03,mlb,6.26,"$64,438.82 "
530 5th,Steam,8045902171,1/18/2018,2/15/2018,2018,1619.15,mlb,6.02,"$77,520.03 "
530 5th,Steam,8045902171,12/18/2017,1/18/2018,2018,2499.07,mlb,10.3,"$108,978.02 "
530 5th,Steam,8045902171,11/15/2017,12/18/2017,2017,1464.22,mlb,7.05,"$62,398.92 "
530 5th,Steam,8045902171,10/17/2017,11/15/2017,2017,1100.68,mlb,0,"$46,468.76 "
530 5th,Steam,8045902171,9/15/2017,10/17/2017,2017,1205.61,mlb,0,"$24,366.04 "
530 5th,Steam,8045902171,8/16/2017,9/15/2017,2017,1296.04,mlb,0,"$24,987.25 "
530 5th,Steam,8045902171,7/18/2017,8/16/2017,2017,1631.05,mlb,0,"$29,717.39 "
530 5th,Steam,8045902171,6/16/2017,7/18/2017,2017,1527.16,mlb,0,"$30,225.65 "
530 5th,Steam,8045902171,5/17/2017,6/16/2017,2017,1077.14,mlb,0,"$23,643.23 "
530 5th,Steam,8045902171,4/18/2017,5/17/2017,2017,931.13,mlb,0,"$22,816.24 "
530 5th,Steam,8045902171,3/21/2017,4/18/2017,2017,1166.35,mlb,0,"$52,576.20 "
530 5th,Steam,8045902171,2/15/2017,3/21/2017,2017,1456.72,mlb,8.64,"$75,650.14 "
530 5th,Steam,8045902171,1/19/2017,2/15/2017,2017,1384.8,mlb,6.57,"$64,281.59 "
530 5th,Steam,8045902171,12/19/2016,1/19/2017,2017,1464.91,mlb,8.09,"$69,539.37 "
530 5th,Water (Basic Water & Sewer),I17911479,6/30/2020,7/15/2020,2020,567,HCF,N/A,"$5,859.43 "
530 5th,Water (Basic Water & Sewer),I17911479,6/12/2020,6/30/2020,2020,693,HCF,N/A,"$7,161.53 "
530 5th,Water (Basic Water & Sewer),I17911479,5/14/2020,6/12/2020,2020,1117,HCF,N/A,"$11,543.19 "
530 5th,Water (Basic Water & Sewer),I17911479,4/15/2020,5/14/2020,2020,1110,HCF,N/A,"$11,470.85 "
530 5th,Water (Basic Water & Sewer),I17911479,3/15/2020,4/15/2020,2020,1150,HCF,N/A,"$11,884.22 "
530 5th,Water (Basic Water & Sewer),I17911479,2/15/2020,3/15/2020,2020,1043,HCF,N/A,"$10,778.47 "
530 5th,Water (Basic Water & Sewer),I17911479,1/16/2020,2/15/2020,2020,1035,HCF,N/A,"$10,695.79 "
530 5th,Water (Basic Water & Sewer),I17911479,12/14/2019,1/16/2020,2020,1096,HCF,N/A,"$11,326.17 "
530 5th,Water (Basic Water & Sewer),I17911479,11/15/2019,12/14/2019,2019,926,HCF,N/A,"$9,569.38 "
530 5th,Water (Basic Water & Sewer),I17911479,10/10/2019,11/15/2019,2019,1116,HCF,N/A,"$11,532.86 "
530 5th,Water (Basic Water & Sewer),I17911479,9/12/2019,10/10/2019,2019,994,HCF,N/A,"$10,272.10 "
530 5th,Water (Basic Water & Sewer),I17911479,8/12/2019,9/12/2019,2019,1371,HCF,N/A,"$14,168.05 "
530 5th,Water (Basic Water & Sewer),I17911479,7/11/2019,8/12/2019,2019,1790,HCF,N/A,"$18,498.04 "
530 5th,Water (Basic Water & Sewer),I17911479,6/30/2019,7/11/2019,2019,563,HCF,N/A,"$5,818.10 "
530 5th,Water (Basic Water & Sewer),I17911479,6/12/2019,6/30/2019,2019,785,HCF,N/A,"$7,929.29 "
530 5th,Water (Basic Water & Sewer),I17911479,5/12/2019,6/12/2019,2019,1103,HCF,N/A,"$11,141.40 "
530 5th,Water (Basic Water & Sewer),I17911479,4/11/2019,5/12/2019,2019,757,HCF,N/A,"$7,646.46 "
530 5th,Water (Basic Water & Sewer),I17911479,3/13/2019,4/11/2019,2019,662,HCF,N/A,"$6,686.86 "
530 5th,Water (Basic Water & Sewer),I17911479,2/12/2019,3/13/2019,2019,503,HCF,N/A,"$5,080.80 "
530 5th,Water (Basic Water & Sewer),I17911479,1/13/2019,2/12/2019,2019,555,HCF,N/A,"$5,606.06 "
530 5th,Water (Basic Water & Sewer),I17911479,12/12/2018,1/13/2019,2019,599,HCF,N/A,"$6,050.50 "
530 5th,Water (Basic Water & Sewer),I17911479,11/14/2018,12/12/2018,2018,551,HCF,N/A,"$5,565.65 "
530 5th,Water (Basic Water & Sewer),I17911479,10/14/2018,11/14/2018,2018,678,HCF,N/A,"$6,848.48 "
530 5th,Water (Basic Water & Sewer),I17911479,9/19/2018,10/14/2018,2018,740,HCF,N/A,"$7,474.74 "
530 5th,Water (Basic Water & Sewer),I17911479,8/11/2018,9/19/2018,2018,1792,HCF,N/A,"$18,100.99 "
530 5th,Water (Basic Water & Sewer),I17911479,7/13/2018,8/11/2018,2018,844,HCF,N/A,"$8,525.24 "
530 5th,Water (Basic Water & Sewer),I17911479,6/30/2018,7/13/2018,2018,390,HCF,N/A,"$3,939.39 "
530 5th,Water (Basic Water & Sewer),I17911479,6/13/2018,6/30/2018,2018,524,HCF,N/A,"$5,170.78 "
530 5th,Water (Basic Water & Sewer),I17911479,5/13/2018,6/13/2018,2018,957,HCF,N/A,"$9,443.58 "
530 5th,Water (Basic Water & Sewer),I17911479,4/14/2018,5/13/2018,2018,884,HCF,N/A,"$8,723.22 "
530 5th,Water (Basic Water & Sewer),I17911479,3/15/2018,4/14/2018,2018,898,HCF,N/A,"$8,861.37 "
530 5th,Water (Basic Water & Sewer),I17911479,2/16/2018,3/15/2018,2018,783,HCF,N/A,"$7,726.57 "
530 5th,Water (Basic Water & Sewer),I17911479,1/11/2018,2/16/2018,2018,777,HCF,N/A,"$7,667.36 "
530 5th,Water (Basic Water & Sewer),I17911479,12/12/2017,1/11/2018,2018,742,HCF,N/A,"$7,321.98 "
530 5th,Water (Basic Water & Sewer),I17911479,11/14/2017,12/12/2017,2017,689,HCF,N/A,"$6,798.98 "
530 5th,Water (Basic Water & Sewer),I17911479,10/12/2017,11/14/2017,2017,859,HCF,N/A,"$8,476.53 "
530 5th,Water (Basic Water & Sewer),I17911479,9/13/2017,10/12/2017,2017,1022,HCF,N/A,"$10,084.99 "
530 5th,Water (Basic Water & Sewer),I17911479,8/10/2017,9/13/2017,2017,1316,HCF,N/A,"$12,986.16 "
530 5th,Water (Basic Water & Sewer),I17911479,7/13/2017,8/10/2017,2017,1117,HCF,N/A,"$11,022.44 "
530 5th,Water (Basic Water & Sewer),I17911479,6/30/2017,7/13/2017,2017,485,HCF,N/A,"$4,785.93 "
530 5th,Water (Basic Water & Sewer),I17911479,6/12/2017,6/30/2017,2017,768,HCF,N/A,"$7,578.55 "
530 5th,Water (Basic Water & Sewer),I17911479,5/10/2017,6/12/2017,2017,874,HCF,N/A,"$8,624.54 "
530 5th,Water (Basic Water & Sewer),I17911479,4/12/2017,5/10/2017,2017,653,HCF,N/A,"$6,443.74 "
530 5th,Water (Basic Water & Sewer),I17911479,3/13/2017,4/12/2017,2017,563,HCF,N/A,"$5,555.63 "
530 5th,Water (Basic Water & Sewer),I17911479,2/12/2017,3/13/2017,2017,541,HCF,N/A,"$5,338.53 "
530 5th,Water (Basic Water & Sewer),I17911479,1/12/2017,2/12/2017,2017,577,HCF,N/A,"$5,693.78 "
530 5th,Water (Basic Water & Sewer),I17911479,12/12/2016,1/12/2017,2017,610,HCF,N/A,"$6,019.42 "
530 5th,Water (Cooling Tower),E15081030,6/30/2020,7/13/2020,2020,233,HCF,N/A,"($1,256.45)"
530 5th,Water (Cooling Tower),E15081030,6/10/2020,6/30/2020,2020,286,HCF,N/A,"($1,542.25)"
530 5th,Water (Cooling Tower),E15081030,5/12/2020,6/10/2020,2020,283,HCF,N/A,"($1,526.07)"
530 5th,Water (Cooling Tower),E15081030,4/13/2020,5/12/2020,2020,78,HCF,N/A,($420.61)
530 5th,Water (Cooling Tower),E15081030,3/12/2020,4/13/2020,2020,81,HCF,N/A,($436.79)
530 5th,Water (Cooling Tower),E15081030,2/12/2020,3/12/2020,2020,110,HCF,N/A,($593.17)
530 5th,Water (Cooling Tower),E15081030,1/13/2020,2/12/2020,2020,50,HCF,N/A,($269.62)
530 5th,Water (Cooling Tower),E15081030,12/12/2019,1/13/2020,2020,61,HCF,N/A,($328.94)
530 5th,Water (Cooling Tower),E15081030,11/14/2019,12/12/2019,2019,46,HCF,N/A,($248.05)
530 5th,Water (Cooling Tower),E15081030,10/14/2019,11/14/2019,2019,105,HCF,N/A,($566.21)
